0217|RIPA MASSARANDUBA 4X1,5 CM|M3||102.632|20.00|1900.00|3850.00|4||500|5005.00|4235.00|0.00|2970.00|3500.00|4407.99.90|5.405|-70.5862
0219|RIPA PARAJU 4 X 1,5|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|0.00|0.00|0.00|2850.00|4407.99.90|5.405|-13.9607
0220|RIPA PARAJU 5X2 CM|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|0.00|0.00|0.00|2850.00|4407.99.90|5.405|-0.2168
0221|CAIBRO PARAJU 6X3 CM|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|3380.00|3990.00|3822.00|2850.00|4407.99.90|5.405|-72.3952
0222|PERNA PARAJU  6X6|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|3390.00|4200.00|3822.00|2850.00|4407.99.90|5.405|-54.6325
0223|VIGA PARAJU 10X6 CM|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|3380.00|4200.00|3822.00|2850.00|4407.99.90|5.405|2.7830
0224|VIGA PARAJU 14X6 CM|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|3135.00|4200.00|3822.00|2850.00|4407.99.90|5.405|-35.5250
0225|VIGA PARAJU 20X6 CM|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|3165.00|4200.00|3822.00|2850.00|4407.99.90|5.405|3.7012
0230|VIGA PARAJU 29X6 CM|M3||67.647|20.00|1700.00|2850.00|4||500|3750.00|3135.00|4200.00|3822.00|2850.00|4407.99.90|5.405|3.7320
0500|JANELA V.V.A 120X100 ITAUBA|UN||67.683|20.00|328.00|550.00|1||500|0.00|0.00|0.00|0.00|550.00|4418.10.00|5.405|4.0000
022|PORTA BALCAO ARCO 1,40X2,10 ITAUBA|UN||68.120|20.00|803.00|1350.00|1||500|0.00|0.00|0.00|0.00|1350.00|4418.20.00|5.405|-3.0000
023|MAX AIR RETO 120 X 0,60|UN||252.941|20.00|102.00|360.00|1||500|0.00|0.00|0.00|0.00|360.00|4418.10.00|5.405|-1.0000
024|VIROLA 6M/M|UN||76.471|20.00|25.50|45.00|1||500|0.00|0.00|0.00|0.00|45.00|4418.10.00|5.405|30.0000
0600|DOBRADICA GALVANIZADA 3 X 2,5|UN||96.809|20.00|9.40|18.50|1||500|0.00|0.00|0.00|0.00|18.50|8302.10.00|5.405|-2.0000
0601|DOBRADICA CROMADA 3X2,5|UN||87.097|20.00|15.50|29.00|1||500|0.00|0.00|0.00|0.00|29.00|8302.10.00|5.405|15.0000
0602|DOBRADICA OXI 3 X 2,5|UN||69.096|20.00|17.15|29.00|1||500|0.00|0.00|0.00|0.00|29.00|8302.10.00|5.405|3.0000
0603|DOBRADICA PORTAO 20 CM|UN||116.667|20.00|30.00|65.00|1||500|0.00|0.00|0.00|0.00|65.00|8302.10.00|5.405|5.0000
0604|DOBRADICA PORTAO 25 CM|UN||84.659|20.00|35.20|65.00|1||500|0.00|0.00|0.00|0.00|65.00|8302.10.00|5.405|18.0000
